
"URL","product_name","image_url","mr2","price_dollar","f6 2","price_desciption","price_per_unit","review_count","rating","Additional_Details","gray 3","f7","flex src","f7 2","b","f7 3","b 2","dark-gray"
"https://www.walmart.com/ip/Great-Value-Honey-Graham-Crackers-14-4-oz/10315952?from=/search","Great Value Honey Graham Crackers, 14.4 oz","https://i5.walmartimages.com/asr/3b141949-e8f4-451f-a142-265a01494c36.6c2c63e18c65f7d7e21eaa58c050a25a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","2","44","current price $2.44","16.9 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/El-Monterey-Beef-Bean-Burritos-32-oz-8-Count-Frozen/13812845?from=/search","El Monterey Beef & Bean Burritos, 32 oz, 8 Count (Frozen)","https://i5.walmartimages.com/asr/23cacedb-25f7-4706-9000-39ed193a61f1.1e14423447c059874f3263dfc9d5ec11.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","4","98","current price $4.98","15.6 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Kraft-Original-Mac-N-Cheese-Macaroni-and-Cheese-Dinner-5-ct-Pack-7-25-oz-Boxes/14869676?from=/search","Kraft Original Mac N Cheese Macaroni and Cheese Dinner, 5 ct Pack, 7.25 oz Boxes","https://i5.walmartimages.com/asr/ec5c2ad9-7475-4515-965d-d64acb7960fa.9ba870560e809a92a25b409d9d323e36.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","4","88","current price $4.88","13.5 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Hamburger-Buns-8-Count-11-oz/10450104?from=/search","Great Value Hamburger Buns, 8 Count, 11 oz","https://i5.walmartimages.com/asr/737cb89a-5c4a-48bf-a28f-130b4b9c4d7d.f06c6f71d6e51c12448ca74f27368ce7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","53","current price $1.53","13.9 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg",""Not eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Tyson-Fully-Cooked-and-Breaded-Chicken-Patties-1-62-lb-Bag-Frozen/108931416?from=/search","Tyson Fully Cooked and Breaded Chicken Patties, 1.62 lb Bag (Frozen)","https://i5.walmartimages.com/asr/879761c8-e253-4e65-8afa-be783bf19e92.3b5caebcaf74daa53c65c93d2e453b73.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","6","46","current price $6.46","$3.96/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Purified-Drinking-Water-16-9-fl-oz-24-Count/13448854?from=/search","Great Value Purified Drinking Water, 16.9 fl oz, 24 Count","https://i5.walmartimages.com/asr/ccb7a298-8772-4ef2-bf1f-e50b467979ea.77cc0effbfcdfd781b754be92d2d098c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","64","current price $3.64","0.9 ¢/fl oz","2948","3.5 out of 5 Stars. 2948 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Finely-Shredded-Fiesta-Blend-Cheese-32-oz-Bag/10452468?from=/search","Great Value Finely Shredded Fiesta Blend Cheese, 32 oz Bag","https://i5.walmartimages.com/asr/c86a6ab7-5bba-40e1-a973-5440d577a718.6eac4ee870aeb1731a9e7f91e5149ae7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","7","84","current price $7.84","24.5 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Baby-Cut-Carrots-1lb-Bag/10451315?from=/search","1lb Baby Peeled Carrots","https://i5.walmartimages.com/asr/617f9288-f283-4bd4-9fc3-a7b94d7921dd.42e63e092f287d858a59ae2dde00917a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","32","current price $1.32","8.3 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg",""Not eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Banquet-Chicken-Pot-Pie-Frozen-Pot-Pie-Dinner-7-oz-frozen/10794554?from=/search","Banquet Chicken Pot Pie, Frozen Pot Pie Dinner, 7 oz (frozen)","https://i5.walmartimages.com/asr/82c4611c-6783-492d-bb14-ec9357f9fcff.ea56c2a5e90bc3e569b27ba43fd58988.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","06","current price $1.06","15.1 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Fully-Cooked-Chicken-Nuggets-32-oz-Frozen/51259447?from=/search","Great Value Fully Cooked Chicken Nuggets 32oz Frozen","https://i5.walmartimages.com/asr/93b01be4-c0a2-4593-9f1f-a34d43f06c8b.4d1936c2a41ed4ab15279683703b71bb.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","5","97","current price $5.97","18.7 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Yellow-Baby-Potatoes-1-5-lb-Bag/44391123?from=/search","Fresh Yellow Baby Potatoes, 1.5 lb Bag","https://i5.walmartimages.com/asr/f875405b-77cb-410a-b941-36389c1f2521.2586e816adf1c9f55190309c471c8495.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","68","current price $3.68","15.3 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/John-Soules-Foods-Cooked-Refrigerated-All-Natural-Seasoned-Rotisserie-Chicken-Breast-Strips-8-oz/11027518?from=/search","John Soules Foods, Cooked, Refrigerated, All Natural Seasoned Rotisserie Chicken Breast Strips, 8 oz","https://i5.walmartimages.com/asr/f72d679a-0e87-4add-a184-e13a4e7548ea.6b2d6adcf8845a03b1f95b793112083c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","2","98","current price Now $2.98","$5.96/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Milk-2-Reduced-Fat-Gallon-Plastic-Jug/10450115?from=/search","Great Value Milk 2% Reduced Fat Gallon Plastic Jug","https://i5.walmartimages.com/asr/22a6459a-13b6-4057-aeae-45e62c69e8f8.47f793426ff66fa6432c948d836704f0.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","43","current price $3.43","2.7 ¢/fl oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","Not eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-100-Apple-Juice-96-fl-oz/10415325?from=/search","Great Value 100% Apple Juice, 96 fl oz","https://i5.walmartimages.com/asr/34a4bc66-9cdb-404c-8665-b6435742ed45.3402c97169db76e6c3784d67cc1ad581.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","2","98","current price $2.98","3.1 ¢/fl oz","2959","4.4 out of 5 Stars. 2959 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Maruchan-Ramen-Noodle-Chicken-Flavor-Soup-3-Oz-12-Count-Shelf-Stable-Package/10450904?from=/search","Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package","https://i5.walmartimages.com/asr/a8ea693a-8aec-44ca-8aff-07200d54e904.f6d56616b5558522e185852761c0dc1e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","2","01","current price Now $2.01","5.6 ¢/oz","3956","4.3 out of 5 Stars. 3956 reviews","","","","","Shipping, arrives","in 3+ days","","",""
"https://www.walmart.com/ip/Doritos-Nacho-Cheese-Tortilla-Snack-Chips-Party-Size-14-5-oz-Bag/433078517?from=/search","Doritos Nacho Cheese Tortilla Snack Chips,Party Size, 14.5 oz Bag","https://i5.walmartimages.com/asr/e5f41929-fd15-43ec-bf70-fe0b4a554257.910461210dd12b19bad6d943cb5a8fac.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","01","current price Now $3.01","20.8 ¢/oz","836","3.4 out of 5 Stars. 836 reviews","","","","","Shipping, arrives","in 3+ days","","",""
